vessel_id,mmsi,imo,vessel_type,hull_area_m2,coating,timestamp,date,lat,lon,mean_speed_knots,vessel_speed,idle_hours,idle_time,stop_duration,sst_c,sea_temperature,sss_psu,salinity,chlor_a_mg_m3,wind_speed_mps,wind_dir_deg,wind_direction,curr_speed_mps,curr_dir,current_speed,current_direction,ocean_current,voyage_id,last_clean_date,days_since_clean,fouling_percent,fouling_class,fuel_consumption_tpd
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-01-26 12:00:00,2024-01-26,41.417733,89.929407,9.85,9.85,0.78,0.78,0.0,10.22,10.22,36.99,36.99,0.31,0.35,315.9,315.9,0.78,288.8,0.78,288.8,0.78,VG_VSL_2001_2024_1395,2023-07-25,185,100.0,high,0.928
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-01-27 12:00:00,2024-01-27,42.59611,90.705763,13.15,13.15,0.04,0.04,0.0,11.29,11.29,34.37,34.37,0.089,11.04,135.7,135.7,0.2,90.2,0.2,90.2,0.2,VG_VSL_2001_2024_3223,2023-07-26,185,100.0,high,2.08
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-01-28 12:00:00,2024-01-28,41.570951,91.975352,9.63,9.63,0.57,0.57,0.0,11.34,11.34,34.52,34.52,0.955,2.58,163.5,163.5,0.31,212.7,0.31,212.7,0.31,VG_VSL_2001_2024_2023,2023-07-30,182,100.0,high,0.83
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-01-29 12:00:00,2024-01-29,42.48902,90.537282,12.02,12.02,1.95,1.95,0.0,10.5,10.5,32.17,32.17,0.333,1.26,319.6,319.6,1.17,145.4,1.17,145.4,1.17,VG_VSL_2001_2024_1841,2023-09-04,147,100.0,high,1.473
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-01-30 12:00:00,2024-01-30,41.052831,90.068667,17.71,17.71,0.54,0.54,0.0,11.47,11.47,34.87,34.87,0.306,7.05,7.0,7.0,0.39,92.8,0.39,92.8,0.39,VG_VSL_2001_2024_1627,2023-11-20,71,91.3,high,5.45
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-01-31 12:00:00,2024-01-31,41.94055,89.183935,14.03,14.03,0.1,0.1,0.0,11.27,11.27,35.75,35.75,0.296,4.08,213.3,213.3,0.59,3.3,0.59,3.3,0.59,VG_VSL_2001_2024_806,2023-08-06,178,100.0,high,2.209
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-01 12:00:00,2024-02-01,42.492898,91.591656,9.96,9.96,1.4,1.4,0.0,10.65,10.65,36.15,36.15,0.546,2.43,326.9,326.9,0.67,326.7,0.67,326.7,0.67,VG_VSL_2001_2024_490,2024-02-01,0,7.42,clean,0.827
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-02 12:00:00,2024-02-02,42.136668,90.395067,2.83,2.83,0.36,0.36,0.0,11.38,11.38,34.77,34.77,0.308,1.13,241.7,241.7,0.43,265.9,0.43,265.9,0.43,VG_VSL_2001_2024_3467,2024-02-01,1,0.0,clean,0.05
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-03 12:00:00,2024-02-03,42.747746,91.429942,9.5,9.5,2.98,2.98,2.98,11.8,11.8,36.24,36.24,0.322,2.18,222.4,222.4,0.34,346.5,0.34,346.5,0.34,VG_VSL_2001_2024_3560,2024-02-01,2,3.71,clean,0.704
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-04 12:00:00,2024-02-04,41.745045,87.608618,15.35,15.35,0.96,0.96,0.0,10.42,10.42,37.35,37.35,1.369,10.1,256.0,256.0,0.0,87.0,0.0,87.0,0.0,VG_VSL_2001_2024_1932,2024-02-01,3,2.57,clean,2.788
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-05 12:00:00,2024-02-05,42.604683,90.539146,11.77,11.77,5.27,5.27,5.27,10.02,10.02,35.99,35.99,0.452,7.03,147.4,147.4,0.68,82.1,0.68,82.1,0.68,VG_VSL_2001_2024_3688,2024-02-01,4,8.88,clean,1.155
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-06 12:00:00,2024-02-06,42.881104,94.005152,11.15,11.15,0.73,0.73,0.0,9.26,9.26,35.03,35.03,0.608,11.44,47.2,47.2,0.4,48.8,0.4,48.8,0.4,VG_VSL_2001_2024_2074,2024-02-01,5,8.59,clean,1.056
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-07 12:00:00,2024-02-07,41.637998,88.948474,6.61,6.61,0.67,0.67,0.0,10.53,10.53,33.86,33.86,0.209,7.1,220.2,220.2,1.01,337.6,1.01,337.6,1.01,VG_VSL_2001_2024_3649,2024-02-01,6,10.02,low,0.223
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-08 12:00:00,2024-02-08,41.633672,90.882293,12.96,12.96,0.64,0.64,0.0,11.19,11.19,34.09,34.09,0.294,0.12,220.7,220.7,0.57,156.3,0.57,156.3,0.57,VG_VSL_2001_2024_3277,2024-02-01,7,12.67,low,1.54
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-09 12:00:00,2024-02-09,42.241112,91.162608,0.13,0.13,13.95,13.95,13.95,11.32,11.32,35.48,35.48,0.369,8.27,325.4,325.4,0.63,18.2,0.63,18.2,0.63,VG_VSL_2001_2024_176,2024-02-01,8,6.7,clean,0.05
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-10 12:00:00,2024-02-10,43.114066,90.087773,9.07,9.07,0.0,0.0,0.0,10.14,10.14,33.18,33.18,0.825,6.24,115.5,115.5,0.48,8.4,0.48,8.4,0.48,VG_VSL_2001_2024_1721,2024-02-01,9,12.95,low,0.578
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-11 12:00:00,2024-02-11,42.5104,91.263638,9.93,9.93,0.93,0.93,0.0,9.46,9.46,35.78,35.78,2.354,7.92,102.1,102.1,0.32,38.2,0.32,38.2,0.32,VG_VSL_2001_2024_1971,2024-02-01,10,13.74,low,0.776
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-12 12:00:00,2024-02-12,41.340912,92.677421,6.66,6.66,0.62,0.62,0.0,11.85,11.85,34.5,34.5,0.189,9.82,284.1,284.1,0.0,130.5,0.0,130.5,0.0,VG_VSL_2001_2024_266,2024-02-01,11,15.3,low,0.225
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-13 12:00:00,2024-02-13,43.265411,89.138567,20.07,20.07,0.08,0.08,0.0,9.95,9.95,34.08,34.08,0.029,8.98,206.5,206.5,0.6,339.2,0.6,339.2,0.6,VG_VSL_2001_2024_2074,2024-02-01,12,13.8,low,5.944
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-14 12:00:00,2024-02-14,41.670078,91.557043,0.98,0.98,16.76,16.76,16.76,10.99,10.99,37.91,37.91,0.548,7.31,163.8,163.8,1.06,338.6,1.06,338.6,1.06,VG_VSL_2001_2024_1317,2024-02-01,13,23.69,low,0.05
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-15 12:00:00,2024-02-15,41.724516,89.500277,11.54,11.54,4.61,4.61,4.61,11.51,11.51,36.04,36.04,1.648,0.0,305.9,305.9,0.0,177.6,0.0,177.6,0.0,VG_VSL_2001_2024_2316,2024-02-01,14,18.63,low,1.309
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-16 12:00:00,2024-02-16,42.945938,91.271011,8.31,8.31,0.09,0.09,0.0,8.01,8.01,36.03,36.03,0.011,7.58,155.2,155.2,1.06,117.2,1.06,117.2,1.06,VG_VSL_2001_2024_379,2024-02-01,15,21.27,low,0.511
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-17 12:00:00,2024-02-17,41.513008,88.890916,11.93,11.93,0.2,0.2,0.0,11.51,11.51,36.0,36.0,0.904,12.84,145.6,145.6,0.04,241.1,0.04,241.1,0.04,VG_VSL_2001_2024_3882,2024-02-01,16,17.6,low,1.384
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-18 12:00:00,2024-02-18,41.362838,89.216042,4.2,4.2,1.92,1.92,0.0,14.43,14.43,33.51,33.51,0.053,5.13,30.9,30.9,0.16,248.4,0.16,248.4,0.16,VG_VSL_2001_2024_1562,2024-02-01,17,25.77,low,0.057
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-19 12:00:00,2024-02-19,40.603585,90.061635,10.16,10.16,1.2,1.2,0.0,10.1,10.1,36.44,36.44,0.325,6.41,75.7,75.7,0.23,100.7,0.23,100.7,0.23,VG_VSL_2001_2024_510,2024-02-01,18,20.32,low,0.808
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-20 12:00:00,2024-02-20,42.205766,91.440696,8.09,8.09,1.35,1.35,0.0,9.15,9.15,35.57,35.57,0.01,8.06,193.1,193.1,0.0,217.4,0.0,217.4,0.0,VG_VSL_2001_2024_3485,2024-02-01,19,23.0,low,0.389
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-21 12:00:00,2024-02-21,41.791368,90.836814,5.59,5.59,2.7,2.7,2.7,9.54,9.54,32.83,32.83,1.16,5.74,234.3,234.3,0.0,294.4,0.0,294.4,0.0,VG_VSL_2001_2024_154,2024-02-01,20,32.6,medium,0.143
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-22 12:00:00,2024-02-22,42.735856,90.92399,2.93,2.93,0.01,0.01,0.0,10.59,10.59,36.59,36.59,0.036,5.72,158.2,158.2,0.0,244.3,0.0,244.3,0.0,VG_VSL_2001_2024_1684,2024-02-01,21,25.64,low,0.05
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-23 12:00:00,2024-02-23,42.36252,90.865351,11.3,11.3,0.45,0.45,0.0,12.08,12.08,35.31,35.31,0.261,8.6,240.8,240.8,0.86,45.0,0.86,45.0,0.86,VG_VSL_2001_2024_520,2024-02-01,22,28.73,low,1.211
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-24 12:00:00,2024-02-24,42.129966,88.905402,8.25,8.25,2.93,2.93,2.93,12.26,12.26,35.6,35.6,0.08,4.37,283.3,283.3,0.4,182.1,0.4,182.1,0.4,VG_VSL_2001_2024_2241,2024-02-01,23,29.37,low,0.431
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-25 12:00:00,2024-02-25,42.874073,92.637208,16.73,16.73,1.13,1.13,0.0,10.32,10.32,34.7,34.7,0.325,5.67,180.1,180.1,0.61,284.1,0.61,284.1,0.61,VG_VSL_2001_2024_1404,2024-02-01,24,34.97,medium,3.433
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-26 12:00:00,2024-02-26,41.183919,91.172171,11.08,11.08,0.05,0.05,0.0,10.48,10.48,36.21,36.21,0.819,9.83,340.4,340.4,1.02,167.3,1.02,167.3,1.02,VG_VSL_2001_2024_2522,2024-02-01,25,27.08,low,1.01
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-27 12:00:00,2024-02-27,41.950624,94.896421,13.86,13.86,1.46,1.46,0.0,10.17,10.17,35.49,35.49,0.502,12.97,321.9,321.9,0.68,53.3,0.68,53.3,0.68,VG_VSL_2001_2024_2985,2024-02-01,26,25.14,low,2.358
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-28 12:00:00,2024-02-28,42.454625,91.296083,12.56,12.56,0.55,0.55,0.0,13.04,13.04,35.59,35.59,1.454,5.12,187.9,187.9,0.61,322.1,0.61,322.1,0.61,VG_VSL_2001_2024_471,2024-02-01,27,37.61,medium,1.708
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-02-29 12:00:00,2024-02-29,41.34689,91.376595,0.0,0.0,15.84,15.84,15.84,10.09,10.09,35.84,35.84,0.399,10.77,76.0,76.0,0.14,324.7,0.14,324.7,0.14,VG_VSL_2001_2024_1589,2024-02-01,28,51.16,medium,0.05
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-01 12:00:00,2024-03-01,41.129398,92.376335,0.0,0.0,17.26,17.26,17.26,11.51,11.51,36.64,36.64,0.787,4.16,184.8,184.8,0.71,158.6,0.71,158.6,0.71,VG_VSL_2001_2024_3604,2024-02-01,29,57.9,medium,0.05
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-02 12:00:00,2024-03-02,43.076137,89.045559,0.59,0.59,20.01,20.01,20.01,10.52,10.52,34.56,34.56,0.168,7.51,8.6,8.6,0.0,157.8,0.0,157.8,0.0,VG_VSL_2001_2024_1051,2024-02-01,30,60.82,high,0.05
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-03 12:00:00,2024-03-03,41.546324,89.296062,11.22,11.22,0.99,0.99,0.0,12.05,12.05,36.23,36.23,1.072,11.02,171.7,171.7,0.33,223.7,0.33,223.7,0.33,VG_VSL_2001_2024_3111,2024-02-01,31,40.31,medium,1.002
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-04 12:00:00,2024-03-04,42.084154,92.042612,6.7,6.7,2.25,2.25,2.25,12.27,12.27,33.96,33.96,1.098,7.53,190.0,190.0,1.32,269.8,1.32,269.8,1.32,VG_VSL_2001_2024_3858,2024-02-01,32,46.31,medium,0.249
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-05 12:00:00,2024-03-05,42.514241,90.569917,18.64,18.64,1.61,1.61,0.0,9.91,9.91,36.65,36.65,1.02,5.36,26.0,26.0,0.34,213.5,0.34,213.5,0.34,VG_VSL_2001_2024_3744,2024-02-01,33,45.33,medium,5.07
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-06 12:00:00,2024-03-06,43.122939,89.721784,15.17,15.17,6.28,6.28,6.28,11.44,11.44,36.92,36.92,0.233,6.53,11.2,11.2,0.96,193.5,0.96,193.5,0.96,VG_VSL_2001_2024_3363,2024-02-01,34,52.16,medium,2.881
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-07 12:00:00,2024-03-07,41.88095,90.635785,6.05,6.05,3.39,3.39,3.39,11.33,11.33,34.94,34.94,0.947,7.31,1.9,1.9,0.58,50.3,0.58,50.3,0.58,VG_VSL_2001_2024_385,2024-02-01,35,50.14,medium,0.191
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-08 12:00:00,2024-03-08,42.007379,92.983896,19.13,19.13,0.0,0.0,0.0,11.77,11.77,35.34,35.34,0.875,3.37,28.3,28.3,0.08,264.9,0.08,264.9,0.08,VG_VSL_2001_2024_1205,2024-02-01,36,46.68,medium,6.59
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-09 12:00:00,2024-03-09,41.564319,91.649303,8.67,8.67,1.19,1.19,0.0,11.67,11.67,33.69,33.69,0.376,3.6,89.0,89.0,0.17,317.4,0.17,317.4,0.17,VG_VSL_2001_2024_3567,2024-02-01,37,52.82,medium,0.557
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-10 12:00:00,2024-03-10,41.341227,90.764437,8.53,8.53,1.18,1.18,0.0,9.63,9.63,36.24,36.24,0.006,6.17,258.8,258.8,1.07,89.6,1.07,89.6,1.07,VG_VSL_2001_2024_1298,2024-02-01,38,49.3,medium,0.547
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-11 12:00:00,2024-03-11,41.738063,91.060849,14.06,14.06,0.03,0.03,0.0,11.07,11.07,36.02,36.02,0.854,6.27,8.8,8.8,0.89,79.0,0.89,79.0,0.89,VG_VSL_2001_2024_1716,2024-02-01,39,57.97,medium,2.502
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-12 12:00:00,2024-03-12,42.599867,90.421463,9.03,9.03,0.04,0.04,0.0,10.01,10.01,34.48,34.48,0.69,5.13,307.6,307.6,0.4,82.8,0.4,82.8,0.4,VG_VSL_2001_2024_2064,2024-02-01,40,46.88,medium,0.613
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-13 12:00:00,2024-03-13,42.603688,89.506815,6.1,6.1,1.43,1.43,0.0,12.05,12.05,34.77,34.77,0.403,8.45,201.9,201.9,0.01,315.6,0.01,315.6,0.01,VG_VSL_2001_2024_633,2024-02-01,41,52.59,medium,0.213
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-14 12:00:00,2024-03-14,41.5174,89.891192,0.78,0.78,18.82,18.82,18.82,10.36,10.36,34.85,34.85,1.289,6.52,221.2,221.2,0.44,42.6,0.44,42.6,0.44,VG_VSL_2001_2024_55,2024-02-01,42,91.62,high,0.05
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-15 12:00:00,2024-03-15,41.434944,90.199706,14.06,14.06,0.6,0.6,0.0,9.61,9.61,34.29,34.29,0.321,5.82,19.9,19.9,0.0,350.3,0.0,350.3,0.0,VG_VSL_2001_2024_775,2024-02-01,43,59.95,medium,2.153
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-16 12:00:00,2024-03-16,41.258438,91.114137,14.12,14.12,1.17,1.17,0.0,12.99,12.99,33.18,33.18,1.796,0.86,319.6,319.6,0.29,114.0,0.29,114.0,0.29,VG_VSL_2001_2024_1601,2024-02-01,44,53.17,medium,2.34
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-17 12:00:00,2024-03-17,41.362774,90.689581,15.38,15.38,2.08,2.08,2.08,11.12,11.12,37.82,37.82,0.812,5.92,207.7,207.7,0.21,289.1,0.21,289.1,0.21,VG_VSL_2001_2024_177,2024-02-01,45,55.24,medium,2.951
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-18 12:00:00,2024-03-18,42.851435,92.260869,10.93,10.93,0.85,0.85,0.0,11.59,11.59,33.32,33.32,1.56,3.49,256.3,256.3,0.25,295.8,0.25,295.8,0.25,VG_VSL_2001_2024_3077,2024-02-01,46,62.69,high,0.986
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-19 12:00:00,2024-03-19,42.684737,90.324615,9.85,9.85,0.97,0.97,0.0,10.35,10.35,31.69,31.69,1.334,2.56,324.5,324.5,0.32,50.7,0.32,50.7,0.32,VG_VSL_2001_2024_2500,2024-02-01,47,58.55,medium,0.813
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-20 12:00:00,2024-03-20,42.165324,91.189494,8.95,8.95,2.47,2.47,2.47,13.18,13.18,35.54,35.54,0.333,7.87,13.9,13.9,0.33,46.4,0.33,46.4,0.33,VG_VSL_2001_2024_1874,2024-02-01,48,68.21,high,0.592
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-21 12:00:00,2024-03-21,42.131489,92.100513,0.19,0.19,19.64,19.64,19.64,9.63,9.63,35.09,35.09,0.568,7.61,263.4,263.4,0.15,76.0,0.15,76.0,0.15,VG_VSL_2001_2024_2753,2024-02-01,49,100.0,high,0.05
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-22 12:00:00,2024-03-22,41.207106,91.811801,13.13,13.13,1.73,1.73,0.0,11.76,11.76,36.48,36.48,0.048,4.01,113.3,113.3,0.34,75.4,0.34,75.4,0.34,VG_VSL_2001_2024_1821,2024-02-01,50,63.18,high,2.011
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-23 12:00:00,2024-03-23,42.757385,88.671443,14.13,14.13,0.33,0.33,0.0,10.67,10.67,35.04,35.04,0.389,11.0,229.2,229.2,0.68,278.0,0.68,278.0,0.68,VG_VSL_2001_2024_1893,2024-02-01,51,60.37,high,2.249
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-24 12:00:00,2024-03-24,43.403285,91.001923,14.12,14.12,1.78,1.78,0.0,8.96,8.96,34.29,34.29,1.218,5.86,81.9,81.9,0.91,127.3,0.91,127.3,0.91,VG_VSL_2001_2024_2569,2024-02-01,52,70.36,high,2.323
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-25 12:00:00,2024-03-25,41.907628,90.870783,11.27,11.27,2.12,2.12,2.12,11.18,11.18,34.93,34.93,0.056,6.62,254.7,254.7,0.77,143.1,0.77,143.1,0.77,VG_VSL_2001_2024_1345,2024-02-01,53,74.18,high,1.209
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-26 12:00:00,2024-03-26,41.130608,93.51689,13.63,13.63,3.27,3.27,3.27,11.28,11.28,34.49,34.49,0.14,0.52,205.4,205.4,0.0,263.8,0.0,263.8,0.0,VG_VSL_2001_2024_2743,2024-02-01,54,69.54,high,2.078
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-27 12:00:00,2024-03-27,42.4907,92.67656,16.72,16.72,0.73,0.73,0.0,9.93,9.93,34.36,34.36,0.345,6.38,245.9,245.9,0.58,262.7,0.58,262.7,0.58,VG_VSL_2001_2024_209,2024-02-01,55,72.04,high,4.467
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-28 12:00:00,2024-03-28,41.249527,91.043377,0.4,0.4,13.0,13.0,13.0,10.97,10.97,32.99,32.99,1.254,8.11,355.8,355.8,0.28,288.4,0.28,288.4,0.28,VG_VSL_2001_2024_2417,2024-02-01,56,100.0,high,0.05
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-29 12:00:00,2024-03-29,41.227435,92.019271,13.42,13.42,0.4,0.4,0.0,9.51,9.51,34.0,34.0,0.042,9.67,61.8,61.8,0.0,226.4,0.0,226.4,0.0,VG_VSL_2001_2024_472,2024-02-01,57,74.6,high,1.896
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-30 12:00:00,2024-03-30,42.634581,91.893405,8.74,8.74,3.89,3.89,3.89,12.42,12.42,33.45,33.45,0.409,4.89,347.0,347.0,0.0,43.3,0.0,43.3,0.0,VG_VSL_2001_2024_2814,2024-02-01,58,85.23,high,0.531
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-03-31 12:00:00,2024-03-31,42.9663,91.597989,10.27,10.27,0.32,0.32,0.0,12.11,12.11,35.21,35.21,0.17,8.68,256.3,256.3,0.0,282.0,0.0,282.0,0.0,VG_VSL_2001_2024_3851,2024-02-01,59,67.97,high,0.903
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-04-01 12:00:00,2024-04-01,41.470858,88.21662,9.85,9.85,0.06,0.06,0.0,10.48,10.48,37.74,37.74,0.81,5.35,288.9,288.9,0.0,229.7,0.0,229.7,0.0,VG_VSL_2001_2024_1153,2024-02-01,60,73.13,high,0.851
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-04-02 12:00:00,2024-04-02,41.541957,90.089,9.52,9.52,3.03,3.03,3.03,8.67,8.67,35.5,35.5,0.336,10.2,120.6,120.6,0.28,114.0,0.28,114.0,0.28,VG_VSL_2001_2024_2709,2024-02-01,61,78.96,high,0.766
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-04-03 12:00:00,2024-04-03,41.071645,91.796895,10.55,10.55,1.2,1.2,0.0,10.69,10.69,34.44,34.44,0.408,5.86,56.8,56.8,0.63,5.7,0.63,5.7,0.63,VG_VSL_2001_2024_2231,2024-02-01,62,78.91,high,1.013
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-04-04 12:00:00,2024-04-04,40.65233,88.812636,12.97,12.97,1.45,1.45,0.0,11.18,11.18,35.44,35.44,0.916,0.31,129.4,129.4,0.53,189.1,0.53,189.1,0.53,VG_VSL_2001_2024_812,2024-02-01,63,78.68,high,2.024
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-04-05 12:00:00,2024-04-05,41.943917,89.985032,11.61,11.61,1.33,1.33,0.0,11.61,11.61,36.83,36.83,0.784,4.42,243.8,243.8,0.43,119.9,0.43,119.9,0.43,VG_VSL_2001_2024_2677,2024-02-01,64,81.18,high,1.378
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-04-06 12:00:00,2024-04-06,41.258757,92.286706,10.17,10.17,4.36,4.36,4.36,12.64,12.64,35.74,35.74,0.234,11.7,220.1,220.1,0.11,38.9,0.11,38.9,0.11,VG_VSL_2001_2024_279,2024-02-01,65,98.54,high,0.953
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-04-07 12:00:00,2024-04-07,43.605008,91.090275,16.44,16.44,0.56,0.56,0.0,11.45,11.45,32.39,32.39,0.382,10.85,6.5,6.5,0.46,349.0,0.46,349.0,0.46,VG_VSL_2001_2024_2773,2024-02-01,66,83.55,high,3.954
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-04-08 12:00:00,2024-04-08,42.356798,92.856784,15.02,15.02,1.94,1.94,0.0,10.13,10.13,36.23,36.23,0.071,9.3,14.5,14.5,0.28,121.6,0.28,121.6,0.28,VG_VSL_2001_2024_1674,2024-02-01,67,86.71,high,2.351
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-04-09 12:00:00,2024-04-09,42.798045,89.143582,16.01,16.01,2.22,2.22,2.22,11.41,11.41,35.64,35.64,0.161,6.95,250.6,250.6,0.36,23.4,0.36,23.4,0.36,VG_VSL_2001_2024_3301,2024-02-01,68,85.54,high,3.515
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-04-10 12:00:00,2024-04-10,42.748033,91.830602,15.49,15.49,0.62,0.62,0.0,10.54,10.54,37.21,37.21,0.487,9.33,166.5,166.5,0.64,199.6,0.64,199.6,0.64,VG_VSL_2001_2024_720,2024-02-01,69,88.95,high,3.309
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-04-11 12:00:00,2024-04-11,42.059974,91.882836,12.9,12.9,0.69,0.69,0.0,12.13,12.13,35.69,35.69,0.329,7.73,114.2,114.2,0.53,18.6,0.53,18.6,0.53,VG_VSL_2001_2024_634,2024-02-01,70,82.09,high,1.809
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-04-12 12:00:00,2024-04-12,42.227796,90.684312,6.06,6.06,1.59,1.59,0.0,12.5,12.5,34.61,34.61,0.028,7.89,56.3,56.3,0.0,267.7,0.0,267.7,0.0,VG_VSL_2001_2024_2323,2024-02-01,71,89.34,high,0.179
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-04-13 12:00:00,2024-04-13,41.848116,91.490011,6.35,6.35,0.8,0.8,0.0,11.59,11.59,33.51,33.51,0.231,9.15,176.9,176.9,0.18,218.2,0.18,218.2,0.18,VG_VSL_2001_2024_359,2024-02-01,72,95.3,high,0.232
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-04-14 12:00:00,2024-04-14,42.658275,89.536839,1.02,1.02,23.48,23.48,23.48,11.62,11.62,35.0,35.0,1.154,14.81,163.6,163.6,0.47,136.8,0.47,136.8,0.47,VG_VSL_2001_2024_1794,2024-02-01,73,100.0,high,0.05
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-04-15 12:00:00,2024-04-15,41.995424,92.825912,12.31,12.31,0.93,0.93,0.0,10.09,10.09,33.88,33.88,0.076,5.84,354.9,354.9,0.2,71.7,0.2,71.7,0.2,VG_VSL_2001_2024_2351,2024-02-01,74,95.56,high,1.588
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-04-16 12:00:00,2024-04-16,42.05589,89.689407,16.75,16.75,0.25,0.25,0.0,9.91,9.91,37.7,37.7,0.832,3.91,203.4,203.4,0.67,41.4,0.67,41.4,0.67,VG_VSL_2001_2024_2779,2024-02-01,75,97.29,high,4.261
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-04-17 12:00:00,2024-04-17,42.029408,91.460695,7.97,7.97,3.46,3.46,3.46,11.24,11.24,34.87,34.87,0.334,8.6,289.3,289.3,0.74,106.2,0.74,106.2,0.74,VG_VSL_2001_2024_62,2024-02-01,76,95.56,high,0.422
VSL_2001,300000001,9100001,tanker,3907,epoxy,2024-04-18 12:00:00,2024-04-18,41.526335,89.504047,0.17,0.17,20.46,20.46,20.46,11.42,11.42,34.0,34.0,0.721,7.41,1.1,1.1,0.5,335.6,0.5,335.6,0.5,VG_VSL_2001_2024_2882,2024-02-01,77,100.0,high,0.05
